Index	norge	modell	likestilling	paradoks	myte	voldta
20050909	84	0	0	0	0	0
20050910	52	3	0	3	0	0
20050911	22	0	0	0	0	0
20050912	82	0	0	0	1	0
20050913	60	0	0	0	0	0
20050914	67	2	1	0	2	0
20050915	52	3	1	0	2	0
20050916	52	1	0	1	0	0
20050917	44	3	0	0	0	0
20050918	44	0	0	0	0	0
20050919	67	0	1	1	0	0
20050920	70	2	0	0	0	0
20050921	55	2	1	1	0	0
20050922	63	2	0	1	2	0
20050923	78	1	0	0	0	0
20050924	31	0	0	0	0	0
20050925	32	0	0	0	0	0
20050926	67	0	3	1	1	0
20050927	105	1	0	4	0	0
20050928	81	1	0	0	1	0
20050929	77	3	1	0	2	0
20050930	72	1	0	1	0	0
20051001	39	0	0	0	0	0
20051002	28	0	0	1	0	0
20051003	75	1	0	0	0	0
20051004	97	1	1	0	0	0
20051005	57	1	0	0	0	0
20051006	42	2	0	2	0	0
20051007	70	0	0	0	0	0
20051008	39	0	0	0	0	0
20051009	66	1	1	0	0	0
20051010	79	1	0	0	0	0
20051012	150	5	0	1	0	0
20051013	93	0	0	0	0	0
20051014	63	1	2	1	0	0
20051015	61	3	2	0	0	0
20051016	29	0	0	0	2	0
20051017	49	1	1	0	1	1
20051018	88	1	0	0	0	0
20051019	69	0	0	0	0	0
20051020	111	4	0	1	0	0
20051021	49	0	0	0	0	0
20051022	56	0	0	0	0	0
20051023	36	0	0	0	0	0
20051024	59	1	2	0	1	0
20051025	76	1	0	0	0	0
20051026	90	0	2	0	2	0
20051027	72	1	5	0	0	1
20051028	88	3	2	0	0	0
20051029	49	2	0	0	0	0
20051030	22	8	0	0	0	0
20051031	66	8	0	0	1	0
20051101	61	4	1	3	0	0
20051102	42	6	0	0	1	0
20051103	123	16	1	0	0	0
20051104	74	5	1	0	0	0
20051105	55	1	0	0	0	0
20051106	9	0	0	0	0	0
20051107	85	1	4	1	0	0
20051108	104	0	2	0	1	0
20051109	77	1	1	0	0	0
20051110	121	4	0	0	0	0
20051111	126	0	1	0	0	0
20051112	48	0	0	0	1	0
20051113	68	0	0	0	0	0
20051114	81	1	0	0	0	0
20051115	114	4	1	0	0	0
20051116	84	5	3	0	0	0
20051117	93	4	0	1	0	0
20051118	96	0	0	1	0	1
20051119	46	1	0	0	0	0
20051120	53	1	0	0	2	0
20051121	110	1	0	0	3	0
20051122	112	15	9	0	1	1
20051123	117	0	2	2	0	1
20051124	140	14	0	0	1	1
20051125	93	0	0	2	0	0
20051126	59	1	0	0	0	0
20051127	36	2	0	0	0	0
20051128	133	6	0	2	1	0
20051129	112	2	0	1	0	1
20051130	94	7	1	0	1	1
20051201	134	4	1	2	0	0
20051202	65	2	0	1	0	0
20051203	27	2	0	0	0	0
20051204	25	0	0	0	0	0
20051205	74	1	0	0	0	0
20051206	120	1	1	0	0	0
20051207	113	3	0	0	0	0
20051208	126	4	0	1	1	0
20051209	90	1	9	0	0	0
20051210	61	4	0	0	0	0
20051211	79	0	0	1	0	0
20051212	88	0	0	0	1	0
20051213	114	0	0	0	2	0
20051214	83	2	1	0	3	0
20051215	104	8	4	1	2	0
20051216	91	2	0	0	5	0
20051217	40	1	0	0	0	0
20051218	25	0	0	0	0	0
20051219	64	0	0	2	0	0
20051220	69	1	11	0	1	0
20051221	141	4	1	0	0	0
20051222	78	4	4	0	0	0
20051223	80	0	2	2	3	0
20051224	40	0	1	0	0	0
20051225	3	0	0	0	0	0
20051226	14	0	0	0	0	0
20051227	60	3	1	1	0	0
20051228	61	0	0	1	1	0
20051229	39	0	0	0	0	0
20051230	48	3	1	0	0	1
20051231	28	0	2	0	0	0
