Index	norge	modell	likestilling	paradoks	myte	voldta
20120102-217917	0	0	0	0	0	0
20120102-217918	0	0	0	0	0	0
20120102-217920	0	0	0	0	0	0
20120102-217923	0	0	0	0	0	0
20120102-217930	1	0	0	0	0	0
20120102-217936	0	0	0	0	0	0
20120102-217937	0	0	0	0	0	0
20120102-217941	0	0	0	0	0	0
20120102-217942	0	0	0	0	0	0
20120102-217945	0	0	0	0	0	0
20120102-217946	0	0	0	0	0	0
20120102-217948	0	0	0	0	0	0
20120102-217949	2	0	0	0	0	0
20120102-217950	1	0	0	0	1	0
20120102-217951	0	0	0	0	0	0
20120102-217953	0	0	0	0	0	0
20120102-217955	5	0	0	0	0	0
20120102-217961	0	0	0	0	0	0
20120102-217966	0	0	0	0	0	0
20120102-217971	0	0	0	0	0	0
20120102-217973	1	0	0	0	0	0
20120102-217976	0	0	0	0	0	0
20120102-217982	0	0	0	0	0	0
20120102-217988	0	0	0	0	0	0
20120102-217992	0	0	0	0	0	0
20120102-217994	0	0	0	0	0	0
20120102-217999	0	0	0	0	0	0
20120102-218002	1	0	0	0	0	0
20120102-218010	3	0	0	0	0	0
20120102-218021	0	0	0	0	0	0
20120102-218026	0	0	0	0	0	0
20120102-218034	1	0	0	0	0	0
20120102-218039	0	0	0	0	0	0
20120102-218055	0	0	0	0	0	0
20120102-218057	1	0	0	0	0	0
20120102-218221	0	0	0	0	0	0
20120102-3362605	4	1	0	0	0	0
20120102-4269162	1	0	0	0	0	0
20120102-4269532	9	0	0	0	0	0
20120102-6731834	0	0	0	0	0	0
20120102-6731844	3	0	0	0	0	0
20120102-6731887	5	0	0	0	0	0
20120102-6731948	0	0	0	0	0	0
20120102-6731950	2	0	0	0	0	0
20120102-6731952	0	0	0	0	0	0
20120102-6731956	0	0	0	0	0	0
20120102-6731958	0	0	0	0	0	0
20120102-6731961	0	0	0	0	0	0
20120102-6731966	0	0	0	0	0	0
20120102-6731972	1	0	0	0	0	0
20120102-6731977	2	0	0	0	0	0
20120102-6731980	0	0	0	0	0	0
20120102-6731997	1	0	0	0	0	0
20120102-6732006	2	0	0	0	0	0
20120102-6732007	0	0	0	0	0	0
20120102-6732014	1	0	0	0	0	0
20120102-6732031	2	0	0	0	0	0
20120102-6732054	1	0	0	0	0	0
20120102-6732057	0	1	0	0	0	0
20120102-6732059	0	0	0	0	0	0
20120102-6732073	3	0	0	0	0	0
20120102-6732123	0	0	0	0	0	0
20120102-6732131	3	0	0	0	0	0
20120102-6732139	3	0	0	0	0	0
20120102-6732141	1	0	0	0	0	0
20120102-6732177	0	0	0	0	0	0
20120102-6732190	0	0	0	0	0	0
20120102-6732191	0	0	0	0	0	0
20120102-6732204	0	0	0	0	0	0
20120102-6732210	1	0	0	0	0	0
20120102-6732213	0	0	0	0	0	0
20120102-6732239	0	0	0	0	0	0
20120102-6732272	0	0	0	0	0	0
20120102-6732273	0	0	0	0	0	0
20120102-6732280	2	0	0	0	1	0
20120102-6732281	0	0	0	0	0	0
20120102-6732296	1	0	0	0	0	0
20120102-6732318	0	0	0	0	0	0
20120102-6732323	0	0	0	1	0	0
20120102-6732330	1	0	0	0	0	0
20120102-6732338	0	0	0	0	0	0
20120102-6732355	0	0	0	0	0	0
20120102-6732358	3	0	0	0	0	0
20120102-6732368	0	0	0	0	0	0
20120102-6732377	2	0	0	0	0	0
20120102-6732383	0	0	0	0	0	0
20120102-6732418	0	0	0	0	0	0
20120102-6732429	0	0	0	0	0	0
20120102-6732439	0	0	0	0	0	0
20120102-6732443	4	0	0	0	0	0
20120102-6732469	0	0	0	0	0	0
20120102-6732484	1	0	0	0	0	0
20120102-6732491	0	0	0	0	0	0
20120102-6732509	0	0	0	0	0	0
20120102-6732511	2	0	0	0	0	0
20120102-6732523	0	0	0	0	0	0
20120102-6732538	0	0	0	0	0	0
20120102-6732581	0	0	0	0	0	0
20120102-6732613	0	0	0	0	0	0
20120102-6732662	0	0	0	0	0	0
20120102-6732680	0	0	0	0	0	0
20120103-13245	0	1	0	0	0	0
20120103-13264	0	1	0	0	0	0
20120103-13268	0	0	0	0	0	0
20120103-218058	0	0	0	0	0	0
20120103-218059	1	0	0	0	0	0
20120103-218062	0	0	0	0	0	0
20120103-218066	0	0	0	0	0	0
20120103-218070	0	0	0	0	0	0
20120103-218074	0	0	0	0	0	0
20120103-218078	0	0	0	1	0	0
20120103-218082	0	0	0	0	0	0
20120103-218087	0	0	0	0	0	0
20120103-218093	0	0	0	0	0	0
20120103-218098	3	0	0	0	0	0
20120103-218115	0	0	0	0	0	0
20120103-218128	0	0	0	0	0	0
20120103-218136	0	0	0	0	0	0
20120103-218137	0	0	0	0	0	0
20120103-218138	2	0	0	0	0	0
20120103-218139	0	0	0	0	0	0
20120103-218141	0	0	0	0	0	0
20120103-218142	0	0	0	0	0	0
20120103-218144	0	0	0	0	0	0
20120103-218146	0	0	0	0	0	0
20120103-218151	2	0	0	0	0	0
20120103-218160	0	0	0	0	0	0
20120103-218163	3	0	0	0	0	0
20120103-218167	0	0	0	0	0	0
20120103-218171	1	0	0	0	0	0
20120103-218175	0	0	0	0	0	0
20120103-218181	2	0	0	0	0	0
20120103-218182	0	0	0	0	0	0
20120103-218185	0	0	0	0	0	0
20120103-218188	0	0	0	0	0	0
20120103-218190	0	0	0	0	0	0
20120103-218199	0	0	0	0	0	0
20120103-218203	1	0	0	0	0	0
20120103-218208	8	0	0	0	0	0
20120103-218209	1	0	0	0	0	0
20120103-218210	0	0	0	0	0	0
20120103-218211	0	0	0	0	0	0
20120103-218212	0	0	0	0	0	0
20120103-218214	0	0	0	0	0	0
20120103-218217	0	0	0	0	0	0
20120103-218219	9	0	0	0	0	0
20120103-218220	0	0	0	0	0	0
20120103-4097253	0	0	0	0	0	0
20120103-4269531	1	0	0	0	0	0
20120103-4269540	0	0	0	0	0	0
20120103-4269551	0	0	0	0	0	0
20120103-6726695	8	0	0	0	0	0
20120103-6727622	0	0	0	0	0	0
20120103-6727623	1	0	0	0	0	0
20120103-6732227	6	0	0	0	0	0
20120103-6732283	2	0	0	0	0	0
20120103-6732563	0	0	0	0	0	0
20120103-6732564	1	0	0	0	0	0
20120103-6732586	0	0	0	0	0	0
20120103-6732616	0	0	0	0	0	0
20120103-6732619	1	0	0	0	0	0
20120103-6732637	4	0	0	0	0	0
20120103-6732677	0	0	0	0	0	0
20120103-6732699	0	0	0	0	0	0
20120103-6732702	0	0	0	0	0	0
20120103-6732707	3	0	0	0	0	0
20120103-6732710	0	0	0	0	0	0
20120103-6732714	3	0	0	0	0	0
20120103-6732721	0	0	0	0	0	0
20120103-6732722	0	0	0	0	0	0
20120103-6732723	0	0	0	0	0	0
20120103-6732724	0	0	0	0	0	0
20120103-6732728	0	0	0	0	0	0
20120103-6732740	0	0	0	0	0	0
20120103-6732747	0	0	0	0	0	0
20120103-6732783	0	0	0	0	0	0
20120103-6732792	0	0	0	0	0	0
20120103-6732795	1	1	0	0	0	0
20120103-6732798	4	0	0	0	0	0
20120103-6732801	0	0	0	0	0	0
20120103-6732806	1	0	0	0	0	0
20120103-6732847	0	0	0	0	0	0
20120103-6732880	1	0	0	0	0	0
20120103-6732886	1	0	0	0	0	0
20120103-6732891	0	0	0	0	0	0
20120103-6732897	0	0	0	0	0	0
20120103-6732912	2	0	0	0	0	0
20120103-6732921	0	0	0	0	0	0
20120103-6732934	0	0	0	0	0	0
20120103-6732948	0	0	0	0	0	0
20120103-6732967	1	0	0	0	0	0
20120103-6732969	3	0	0	0	0	0
20120103-6732970	0	0	0	0	0	0
20120103-6732971	1	0	0	0	0	0
20120103-6733003	0	0	0	0	0	0
20120103-6733005	0	0	0	0	0	0
20120103-6733030	2	0	0	0	0	0
20120103-6733048	0	0	0	0	0	0
20120103-6733073	0	0	0	0	0	0
20120103-6733097	0	0	0	0	0	0
20120103-6733117	0	0	0	1	0	0
20120103-6733121	0	0	0	0	0	0
20120103-6733164	0	0	0	0	0	0
20120103-6733169	9	0	0	0	0	0
20120103-6733173	2	0	0	0	0	0
20120103-6733213	1	0	0	0	0	0
20120103-6733227	3	0	0	0	0	0
20120103-6733239	0	0	0	0	0	0
20120103-6733250	3	0	0	0	0	0
20120103-6733265	0	0	0	0	0	0
20120103-6733298	0	0	0	0	0	0
20120103-6733301	6	0	0	0	0	0
20120103-6733307	0	0	0	0	0	0
20120103-6733334	1	0	0	0	0	0
20120103-6733343	0	0	0	0	0	0
20120103-6733358	1	0	0	0	0	0
20120103-6733379	0	0	0	0	0	0
20120103-6733409	0	0	0	0	0	0
20120103-6733500	0	0	0	0	0	0
20120103-6733517	0	0	0	0	0	0
20120103-6733546	0	0	0	0	0	0
20120103-6733579	0	0	0	0	0	0
20120103-6733629	0	0	0	0	0	0
20120103-6733652	0	0	0	0	0	0
20120104-13298	0	2	0	0	0	0
20120104-13326	8	1	0	0	0	0
20120104-13333	0	0	0	0	0	0
20120104-218222	0	0	0	0	0	0
20120104-218223	0	0	0	0	0	0
20120104-218224	0	0	0	0	0	0
20120104-218226	0	0	0	0	0	0
20120104-218227	0	0	0	0	0	0
20120104-218230	0	0	0	0	0	0
20120104-218233	1	0	0	0	0	0
20120104-218244	0	0	0	0	0	0
20120104-218253	4	0	0	0	0	0
20120104-218258	0	0	0	0	0	0
20120104-218260	1	0	0	0	0	0
20120104-218262	0	0	0	0	0	0
20120104-218268	0	0	0	0	0	0
20120104-218271	1	0	0	0	0	0
20120104-218273	0	0	0	0	0	0
20120104-218274	0	0	0	0	0	0
20120104-218275	0	0	0	0	0	0
20120104-218279	0	0	0	0	0	0
20120104-218283	4	0	0	0	0	0
20120104-218290	1	0	0	0	0	0
20120104-218294	0	0	0	0	0	0
20120104-218299	2	0	0	0	0	0
20120104-218302	0	0	0	0	0	0
20120104-218305	0	0	0	0	0	0
20120104-218309	0	0	0	0	0	0
20120104-218325	1	0	0	0	0	0
20120104-218326	0	0	0	0	0	0
20120104-218330	1	0	0	0	0	0
20120104-218334	0	0	0	0	0	0
20120104-218336	0	0	0	0	0	0
20120104-218346	1	0	0	0	0	0
20120104-218350	0	0	0	0	0	0
20120104-218354	3	0	0	0	0	0
20120104-218357	1	0	0	0	0	0
20120104-218359	1	0	0	0	0	0
20120104-218362	4	0	0	0	0	0
20120104-218369	0	0	0	0	0	0
20120104-218371	5	0	0	0	0	0
20120104-218374	0	0	0	0	0	0
20120104-218377	0	0	0	0	0	0
20120104-218378	0	0	0	0	0	0
20120104-218379	0	0	0	0	0	0
20120104-218382	0	0	0	0	0	0
20120104-218383	0	0	0	0	0	0
20120104-218385	0	0	0	0	0	0
20120104-218466	0	0	0	0	0	0
20120104-27918	4	0	0	0	0	0
20120104-4269570	0	0	0	0	0	0
20120104-4269573	4	0	0	0	0	0
20120104-4269580	0	0	0	0	0	0
20120104-4269588	0	0	0	0	0	0
20120104-657692	0	0	0	0	0	0
20120104-657692%3Fwebhit=oslopuls_guide	0	0	0	0	0	0
20120104-6732958	2	0	0	0	0	0
20120104-6733255	0	0	0	0	0	0
20120104-6733257	1	0	0	0	0	0
20120104-6733402	7	0	0	0	0	0
20120104-6733497	0	0	0	0	0	0
20120104-6733531	0	0	0	0	0	0
20120104-6733583	1	0	0	0	0	0
20120104-6733608	0	0	0	0	0	0
20120104-6733637	0	0	0	0	0	0
20120104-6733662	0	0	0	0	0	0
20120104-6733674	0	0	0	0	0	0
20120104-6733683	0	0	0	0	0	0
20120104-6733684	0	0	0	0	0	0
20120104-6733688	0	0	0	0	0	0
20120104-6733691	0	0	0	0	0	0
20120104-6733698	0	1	0	0	0	0
20120104-6733701	0	0	0	0	0	0
20120104-6733732	0	0	0	0	0	0
20120104-6733740	3	0	0	0	0	0
20120104-6733744	0	0	0	0	0	0
20120104-6733754	4	0	0	0	0	0
20120104-6733756	0	0	0	0	0	0
20120104-6733762	0	0	0	0	0	0
20120104-6733763	1	0	0	0	0	0
20120104-6733766	3	0	0	0	0	0
20120104-6733770	0	0	0	0	0	0
20120104-6733771	0	0	0	0	0	0
20120104-6733778	1	0	0	0	0	0
20120104-6733779	0	0	0	0	0	0
20120104-6733783	0	0	0	0	0	0
20120104-6733785	0	0	0	0	0	0
20120104-6733787	0	0	0	0	0	0
20120104-6733792	0	0	0	0	0	0
20120104-6733803	0	0	0	0	0	0
20120104-6733810	0	0	0	0	0	0
20120104-6733828	0	0	0	0	0	0
20120104-6733836	11	0	0	0	0	0
20120104-6733838	1	0	0	0	0	0
20120104-6733842	0	0	0	0	0	0
20120104-6733844	0	0	0	0	0	0
20120104-6733878	0	0	0	0	0	0
20120104-6733879	1	0	0	0	0	0
20120104-6733884	0	0	0	0	0	0
20120104-6733905	0	0	0	0	0	0
20120104-6733921	0	0	0	0	0	0
20120104-6733939	1	0	0	0	0	0
20120104-6733943	0	0	0	0	0	0
20120104-6733946	4	0	0	0	0	0
20120104-6734003	0	0	0	0	0	0
20120104-6734023	1	0	0	0	0	0
20120104-6734059	0	0	0	0	0	0
20120104-6734079	3	0	0	0	0	0
20120104-6734091	0	0	0	0	0	0
20120104-6734113	2	0	0	0	0	0
20120104-6734121	5	0	0	0	0	0
20120104-6734134	0	0	0	0	0	0
20120104-6734153	0	0	0	0	0	0
20120104-6734158	0	0	0	0	0	0
20120104-6734173	0	0	0	0	0	0
20120104-6734223	0	0	0	0	0	0
20120104-6734224	15	0	0	0	0	0
20120104-6734227	0	0	0	0	0	0
20120104-6734237	0	0	0	0	0	0
20120104-6734292	0	0	0	0	0	0
20120104-6734339	0	0	0	0	0	0
20120104-6734340	0	0	0	0	0	0
20120104-6734371	2	0	0	0	0	0
20120104-6734391	0	0	0	0	0	0
20120104-6734456	0	0	0	0	0	0
20120104-6734463	1	0	0	0	0	0
20120104-6734571	0	0	0	0	0	0
20120105-13352	0	2	0	0	0	0
20120105-13369	1	0	0	0	0	0
20120105-218389	1	0	0	0	0	0
20120105-218395	1	0	0	0	0	0
20120105-218399	0	0	0	0	0	0
20120105-218409	0	0	0	0	0	0
20120105-218411	0	0	0	0	0	0
20120105-218412	4	0	0	0	0	0
20120105-218413	1	0	0	0	0	0
20120105-218415	1	0	0	0	0	0
20120105-218417	0	0	0	0	0	0
20120105-218418	1	0	0	0	0	0
20120105-218420	0	0	0	0	0	0
20120105-218422	1	0	0	0	0	0
20120105-218423	0	0	0	0	0	0
20120105-218425	3	0	0	0	0	0
20120105-218430	0	0	0	0	0	0
20120105-218433	0	0	0	0	0	0
20120105-218437	0	0	0	0	0	0
20120105-218441	2	0	0	0	0	0
20120105-218442	0	0	0	0	0	0
20120105-218447	1	0	0	0	0	0
20120105-218459	0	0	0	0	0	0
20120105-218460	0	0	0	0	0	0
20120105-218462	0	0	0	0	0	0
20120105-218463	0	0	0	0	0	0
20120105-218465	0	0	0	0	0	0
20120105-218466	0	0	0	0	0	0
20120105-218468	0	0	0	0	0	0
20120105-218469	0	0	0	0	0	0
20120105-218473	1	0	0	0	0	0
20120105-218476	0	0	0	0	0	0
20120105-218477	0	0	0	0	0	0
20120105-218478	1	0	0	0	0	0
20120105-218479	0	0	0	0	0	0
20120105-218482	0	0	0	0	0	0
20120105-218487	1	0	0	0	0	0
20120105-218491	0	0	0	0	0	0
20120105-218492	0	0	0	0	0	0
20120105-218495	12	0	0	0	0	0
20120105-218505	0	0	0	0	0	0
20120105-218511	5	0	0	0	0	0
20120105-218513	0	0	0	0	0	0
20120105-218516	5	0	0	0	0	0
20120105-218519	1	0	0	0	0	0
20120105-218523	0	0	0	0	0	0
20120105-218525	0	0	0	0	0	0
20120105-218528	2	0	0	0	0	0
20120105-218530	0	0	0	0	0	0
20120105-218541	0	0	0	0	0	0
20120105-218544	0	0	0	0	0	0
20120105-218548	0	0	0	0	0	0
20120105-4269558	1	0	0	0	0	0
20120105-4269584	0	0	0	0	0	0
20120105-4269610	0	0	0	0	0	0
20120105-6721667	0	0	0	0	0	0
20120105-6732850	0	0	0	0	0	0
20120105-6733892	0	0	0	0	0	0
20120105-6734406	6	0	0	0	0	0
20120105-6734408	0	0	0	1	0	0
20120105-6734428	0	0	0	0	0	0
20120105-6734439	1	0	0	0	0	0
20120105-6734452	1	0	0	0	0	0
20120105-6734471	0	0	0	0	0	0
20120105-6734485	8	4	0	0	0	0
20120105-6734496	1	0	0	0	0	0
20120105-6734506	0	0	0	0	0	0
20120105-6734508	0	0	0	0	0	0
20120105-6734527	0	0	0	0	0	0
20120105-6734544	0	0	0	0	0	0
20120105-6734591	0	0	0	0	0	0
20120105-6734609	0	0	0	0	0	0
20120105-6734610	0	0	0	0	0	0
20120105-6734612	0	0	0	0	0	0
20120105-6734614	0	0	0	0	0	0
20120105-6734616	0	0	0	0	0	0
20120105-6734617	0	0	0	0	0	0
20120105-6734622	0	0	0	0	0	0
20120105-6734625	5	0	0	0	0	0
20120105-6734638	0	0	0	0	0	0
20120105-6734645	0	0	0	0	0	0
20120105-6734647	0	0	0	0	0	0
20120105-6734672	0	1	0	0	0	0
20120105-6734685	2	0	0	0	0	0
20120105-6734719	0	0	0	0	0	0
20120105-6734738	0	0	0	0	0	0
20120105-6734749	3	0	0	0	0	0
20120105-6734754	3	0	0	0	0	0
20120105-6734789	0	0	0	0	0	0
20120105-6734800	1	0	0	0	0	0
20120105-6734802	0	0	0	0	0	0
20120105-6734844	1	0	0	0	0	0
20120105-6734864	0	0	0	0	0	0
20120105-6734868	0	0	0	0	0	0
20120105-6734880	0	0	0	0	0	0
20120105-6734884	1	0	0	0	0	0
20120105-6734886	0	0	0	0	0	0
20120105-6734897	0	0	0	0	0	0
20120105-6734898	1	0	0	0	0	0
20120105-6734909	0	0	0	0	0	0
20120105-6734911	1	0	0	0	0	0
20120105-6734927	0	0	0	0	0	0
20120105-6734992	8	0	0	0	0	0
20120105-6735002	0	0	0	0	0	0
20120105-6735007	0	0	0	0	0	0
20120105-6735009	0	0	0	0	0	0
20120105-6735027	0	0	0	1	0	0
20120105-6735045	1	0	0	0	0	5
20120105-6735075	0	0	0	0	0	0
20120105-6735079	6	0	0	0	0	0
20120105-6735085	0	0	0	0	0	0
20120105-6735105	0	0	0	0	0	0
20120105-6735111	0	0	0	0	0	0
20120105-6735115	0	0	0	0	0	0
20120105-6735124	0	0	0	0	0	0
20120105-6735130	0	0	0	0	0	1
20120105-6735141	0	0	0	0	0	0
20120105-6735148	0	0	0	0	0	0
20120105-6735172	0	0	0	0	0	0
20120105-6735189	0	0	0	0	0	0
20120105-6735196	0	0	0	0	0	0
20120105-6735208	0	0	0	0	0	0
20120105-6735219	3	0	0	0	0	0
20120105-6735232	6	0	0	0	0	0
20120105-6735239	1	0	0	0	0	0
20120105-6735240	6	0	0	0	0	0
20120105-6735312	0	0	0	0	0	0
20120105-6735316	0	0	0	0	0	0
20120105-6735335	1	0	0	0	0	0
20120105-6735345	1	0	0	0	0	0
20120105-6735377	0	0	0	0	0	0
20120105-6735381	1	0	0	0	0	0
20120105-6735448	0	0	0	0	0	0
20120105-6735530	0	0	0	0	0	0
20120106-13376	0	1	0	0	0	0
20120106-13380	5	0	0	0	0	0
20120106-13390	0	0	0	0	0	0
20120106-13418	2	0	0	0	0	0
20120106-13434	0	1	0	0	0	0
20120106-218553	0	0	0	0	0	0
20120106-218558	0	0	0	0	0	0
20120106-218562	0	0	0	0	0	0
20120106-218570	0	0	0	0	0	0
20120106-218578	0	0	0	0	0	0
20120106-218580	2	5	0	0	0	0
20120106-218585	0	0	0	0	0	0
20120106-218587	1	0	0	0	0	0
20120106-218590	0	0	0	0	0	0
20120106-218595	0	0	0	0	0	0
20120106-218598	2	0	0	0	0	0
20120106-218600	7	0	0	0	0	0
20120106-218602	0	0	0	0	0	0
20120106-218606	1	0	0	0	0	0
20120106-218613	0	0	0	0	0	0
20120106-218619	2	0	0	0	0	0
20120106-218623	0	0	0	0	0	0
20120106-218629	0	0	0	0	0	0
20120106-218633	1	0	0	0	0	0
20120106-218634	3	0	0	0	0	0
20120106-218641	1	0	0	0	0	0
20120106-218644	0	0	0	0	0	0
20120106-218646	1	0	0	0	0	0
20120106-218649	1	0	0	0	0	0
20120106-218652	0	0	0	0	0	0
20120106-218654	0	0	0	0	0	0
20120106-218656	1	0	0	0	0	0
20120106-218661	0	0	0	0	0	0
20120106-218663	0	0	0	0	0	0
20120106-218665	2	0	0	0	0	0
20120106-218667	0	0	0	0	0	0
20120106-218668	0	0	0	0	0	0
20120106-218669	0	0	0	0	0	0
20120106-218671	0	0	0	0	0	0
20120106-218672	1	0	0	0	0	0
20120106-218673	0	0	0	0	0	0
20120106-218675	1	0	0	0	0	0
20120106-218677	0	0	0	0	0	0
20120106-218679	0	0	0	0	0	0
20120106-218680	0	0	0	0	0	0
20120106-218681	0	0	0	0	0	0
20120106-218682	1	0	0	0	0	0
20120106-3199779	6	0	0	0	0	0
20120106-3589	0	6	0	0	0	0
20120106-4269355	2	0	0	0	0	0
20120106-4269459	0	0	0	0	0	0
20120106-4269581	0	0	0	0	1	0
20120106-4269618	0	0	0	0	0	0
20120106-4269633	0	0	0	0	0	0
20120106-4269635	0	0	0	0	0	0
20120106-6720581	13	0	0	0	0	0
20120106-6733885	1	4	0	0	0	0
20120106-6734182	0	0	0	0	0	0
20120106-6734210	0	0	0	0	0	0
20120106-6734522	1	0	0	0	0	0
20120106-6735271	1	2	0	0	0	0
20120106-6735407	0	0	0	0	0	0
20120106-6735420	2	0	0	0	0	0
20120106-6735440	3	0	0	0	0	0
20120106-6735458	0	0	0	0	0	0
20120106-6735467	0	0	0	0	0	0
20120106-6735477	1	0	0	0	0	0
20120106-6735482	7	0	0	0	0	0
20120106-6735496	4	0	0	0	0	0
20120106-6735511	0	0	0	0	0	0
20120106-6735522	7	0	0	0	0	0
20120106-6735579	0	0	0	0	0	0
20120106-6735588	1	0	0	0	0	0
20120106-6735589	0	0	0	0	0	0
20120106-6735593	0	0	0	0	0	0
20120106-6735596	0	0	0	0	0	0
20120106-6735597	0	0	0	0	0	0
20120106-6735605	6	0	0	0	0	0
20120106-6735608	0	0	0	0	0	0
20120106-6735614	0	0	0	0	0	0
20120106-6735615	0	0	0	0	0	0
20120106-6735618	0	0	0	0	0	0
20120106-6735629	0	0	0	0	0	0
20120106-6735637	1	0	0	0	0	0
20120106-6735654	1	0	0	0	0	0
20120106-6735655	0	0	0	0	0	0
20120106-6735675	0	0	0	0	0	0
20120106-6735676	0	0	0	0	0	0
20120106-6735677	0	0	0	0	0	0
20120106-6735680	1	0	0	0	0	0
20120106-6735686	2	0	0	0	0	0
20120106-6735780	0	0	0	0	0	0
20120106-6735788	4	0	0	0	0	0
20120106-6735789	0	0	0	0	0	0
20120106-6735829	0	0	0	0	0	0
20120106-6735861	0	0	0	0	0	0
20120106-6735865	2	0	0	0	0	0
20120106-6735870	0	0	0	0	0	0
20120106-6735886	0	0	0	0	0	0
20120106-6735893	0	0	0	0	0	0
20120106-6735910	0	0	0	0	0	0
20120106-6735922	0	0	0	0	0	0
20120106-6735962	2	0	0	0	0	0
20120106-6735975	0	0	0	0	0	0
20120106-6735995	1	0	0	0	0	0
20120106-6736031	0	0	0	0	0	0
20120106-6736044	5	0	0	0	0	0
20120106-6736078	0	0	0	0	0	0
20120106-6736080	0	0	0	0	0	0
20120106-6736106	2	0	0	0	0	0
20120106-6736136	0	0	0	0	0	0
20120106-6736150	2	0	0	0	0	0
20120106-6736182	6	0	0	0	0	0
20120106-6736193	0	0	0	0	0	0
20120106-6736198	0	0	0	0	0	0
20120106-6736237	0	0	0	0	0	0
20120106-6736258	0	0	0	0	0	0
20120106-6736273	3	0	2	1	0	0
20120106-6736314	0	0	0	0	0	0
20120106-6736321	0	0	0	0	0	0
20120106-6736326	0	0	0	0	0	0
20120106-6736346	3	0	0	0	0	0
20120106-6736359	0	0	0	0	0	0
20120106-6736363	0	0	0	0	0	0
20120106-6736366	0	0	0	0	0	0
20120106-6736382	0	0	0	0	0	0
20120106-6736393	7	0	0	0	0	0
20120107-218683	1	0	0	0	0	0
20120107-218684	0	0	0	0	0	0
20120107-218685	0	0	0	0	0	0
20120107-218686	2	0	0	0	0	0
20120107-218687	0	0	0	0	0	0
20120107-218691	1	0	0	0	0	0
20120107-218692	0	0	0	0	0	0
20120107-218693	0	0	0	0	0	0
20120107-218694	0	0	0	0	0	0
20120107-218695	1	0	0	0	0	0
20120107-218696	0	0	0	0	0	0
20120107-218697	5	0	0	0	0	0
20120107-218698	3	0	0	0	0	0
20120107-218699	0	0	0	0	0	0
20120107-218701	0	0	0	0	0	0
20120107-218702	0	0	0	0	0	0
20120107-218703	0	0	0	0	0	0
20120107-218704	0	0	0	0	0	0
20120107-218707	0	0	0	0	0	0
20120107-218708	0	0	0	0	0	0
20120107-218709	0	0	0	0	0	0
20120107-218710	1	0	0	0	0	0
20120107-218711	0	0	0	0	0	0
20120107-218713	0	0	0	0	0	0
20120107-218714	0	0	0	0	0	0
