Index	norge	modell	likestilling	paradoks	myte	voldta
20120203-nekter	0	0	9	0	0	0
20120203-nekter-	0	0	9	0	0	0
20120203-nekter---------	0	0	9	0	0	0
20120203-pa-gamle-stier	0	0	0	1	0	0
20120203-pa-gamle-stier-	0	0	0	1	0	0
20120203-pass-pa-boligen	0	0	0	0	0	0
20120203-slar-seg-fram-m	1	0	0	0	0	0
20120203-stemmen-fra-gra	0	0	0	0	0	0
20120203-sterkt-fra-ovin	0	0	0	0	0	0
20120203-ta-en-spansk-en	1	0	0	0	0	0
20120204-brolte-mot-slor	0	0	0	1	0	0
20120204-fortsatt-konge	0	0	0	0	0	0
20120204-fortsatt-konge-	0	0	0	0	0	0
20120204-gammel-og-ny-ma	0	0	0	0	0	0
20120204-men-striden-om	0	0	0	0	0	0
20120204-men-striden-om-	2	0	0	0	0	0
20120204-sannhetssokeren	6	0	0	0	1	0
20120204-sesongmat-pa-ga	0	0	0	0	0	0
20120206-en-liten-plante	0	0	0	0	0	0
20120206-etterspor-mer-o	2	0	0	0	0	0
20120206-skal-lede-pales	0	0	0	0	0	0
20120206-tar-opp-telenor	0	0	0	0	0	0
20120206-to-ars-utesteng	0	0	0	0	0	0
20120206-trusselsamtalen	0	0	0	0	0	0
20120207-eldgammel-diett	4	0	0	0	0	0
20120207-forhindrer-fram	0	0	0	0	0	0
20120207-her-kan-idrette	1	0	0	0	0	0
20120207-rockinvasjon-fr	1	0	0	0	1	0
20120207-rustet-for-russ	1	1	0	0	0	0
20120207-subsidieres-med	6	0	0	0	0	0
20120207-tilregnelig-ell	1	0	0	0	0	0
20120208-gamle-einar-ser	0	0	0	0	0	0
20120208-har-ikke-bestem	0	0	0	0	0	0
20120208-krimteknikere-u	0	0	0	0	0	0
20120208-motorpsychos-fa	0	0	0	0	1	0
20120208-nestlederen-i-v	1	0	0	0	0	1
20120208-ren-kraft-moter	2	0	0	0	0	0
20120208-tre-thailandske	1	0	0	0	0	0
20120208-umulig-a-etterp	1	0	0	0	0	0
20120209--ansvaret-ligge	1	0	0	0	0	0
20120209-bare-se-ikke-ho	0	0	0	0	0	0
20120209-der-juks-skal-l	1	0	0	0	0	0
20120209-en-historie-om	0	0	0	0	0	0
20120209-en-historie-om-	0	0	0	0	0	0
20120209-er-for-og-imot	8	0	0	0	0	0
20120209-er-for-og-imot-	8	0	0	0	0	0
20120209-fengslende-pa-f	2	0	0	0	0	0
20120209-kraften-er-fort	0	0	0	0	0	0
20120209-ordforerens-ens	0	0	0	0	0	0
20120209-personlig-om-al	1	0	0	0	0	0
20120209-smabiler-som-se	1	3	0	0	0	0
20120210-frp-tror-ikke-l	0	0	1	0	0	0
20120210-himmel-og-jord	0	0	0	0	0	0
20120210-kjerlighet-og-o	0	0	0	0	0	0
20120210-nugaze-i-bakgru	0	0	0	0	0	0
20120210-ny-og-gammel	0	0	0	0	0	0
20120210-ny-og-gammel-	0	0	0	0	0	0
20120210-ny-og-gammel---	0	0	0	0	0	0
20120210-pennevenner-ute	0	0	0	0	0	0
20120210-rapport-fra-eur	1	0	0	0	0	0
20120210-ridderlig-retro	0	0	0	0	0	0
20120210-skummende-inter	3	0	0	0	0	0
20120210-sparker-tilbake	1	0	0	0	0	0
20120210-valgkomiteen-bl	0	0	0	0	0	0
20120211--min-verste-uke	0	0	0	0	0	0
20120211-ber-norge-gripe	5	0	0	0	0	0
20120211-en-deal-med-dje	0	0	0	0	0	0
20120211-erobreren	2	0	0	0	0	0
20120211-erobreren-	2	0	0	0	0	0
20120211-erobreren------	2	0	0	0	0	0
20120211-gangster-nancy	0	2	0	0	0	0
20120211-gangster-nancy-	0	2	0	0	0	0
20120211-historien-kan-g	0	0	0	0	0	0
20120211-loff-liebling-l	0	0	0	0	0	0
20120211-rojal-vinproduk	3	0	0	0	0	0
20120211-solvstrupen-syn	0	0	0	0	0	0
20120211-stilling-misjon	10	0	0	0	0	0
20120211-venstresidas-ta	1	0	0	0	0	0
20120211-vil-fjerne-bist	0	0	0	0	0	0
20120212-bjorndalen-vant	0	0	0	0	0	0
20120213-andhoy-er-ankom	0	0	0	0	0	0
20120213-drosjene-skal-b	2	0	0	0	0	0
20120213-enda-et-hundeli	0	0	0	0	0	0
20120213-forbereder-dage	0	0	0	0	0	0
20120213-forsvarsministe	0	0	1	0	0	0
20120213-gikk-rett-i-pol	4	0	0	0	0	0
20120213-gronne-hjerters	2	0	0	0	1	0
20120213-han-kjenner-all	0	0	0	0	0	0
20120213-jernkvinnen	0	0	0	0	0	0
20120213-jernkvinnen-	0	0	0	0	0	0
20120213-jernkvinnen----	0	0	0	0	0	0
20120213-medalje-innen-r	4	0	0	0	0	0
20120213-nekter-a-bli-pe	0	0	0	0	0	0
20120213-presser-jens-fr	5	0	0	0	0	0
20120213-satser-60-milli	2	0	0	0	0	0
20120213-sp-sier-nei	0	0	0	0	0	0
20120213-sp-sier-nei-	0	0	0	0	0	0
20120213-sp-sier-nei----	0	0	0	0	0	0
20120213-tooji-vi-skal-v	4	0	0	0	0	0
20120214-farvel-liberale	1	0	0	0	0	0
20120214-fotballandskamp	2	0	0	0	0	0
20120214-fotballdiskusjo	3	0	0	0	0	0
20120214-nordisk-rekord	2	0	0	0	0	0
20120214-nordisk-rekord-	2	0	0	0	0	0
20120214-russisk-kjerlig	0	0	0	0	0	0
20120214-rydder-i-testju	2	0	0	0	0	0
20120214-taus-om-gullet	3	0	0	0	0	0
20120214-vanskeligere-a	1	0	0	0	0	0
20120214-vanskeligere-a-	1	0	0	0	0	0
20120214-velger-romantis	2	0	0	0	0	0
20120214-verdifulle-verd	0	0	0	0	0	0
20120215-blikkene-som-kr	0	0	0	0	0	0
20120215-nye-opptoyer-mo	0	0	0	0	0	0
20120215-skal-fly-hoyt-i	0	0	0	0	0	0
20120215-skiller-seg-ikk	0	0	0	0	0	0
20120215-spennende	0	0	0	0	0	0
20120215-spennende-	0	0	0	0	0	0
20120215-syria-far-folke	0	0	0	0	0	0
20120215-varsler-et-hiss	1	0	0	0	0	0
20120216-dyr-ingen-visst	0	0	0	0	0	0
20120216-ferre-kjoper-ny	0	0	0	0	0	0
20120216-litt-labert-i-k	1	0	0	0	0	0
20120216-norsk-vm-fiasko	0	0	0	0	0	0
20120216-privatisert-spi	0	0	0	0	0	0
20120216-skal-slippe-a-s	0	0	0	0	0	0
20120216-underskrev-inge	0	0	0	0	0	0
20120217-ber-regjeringen	2	0	0	0	0	0
20120217-for-lyset-falle	0	0	0	0	0	0
20120217-goar-for-dag	0	0	0	0	0	0
20120217-har-det-i-kjeft	0	0	0	0	0	0
20120217-i-hannes-labyri	0	0	0	0	0	0
20120217-iskald-beregnin	1	0	0	0	0	0
20120217-nei-og-nja-fra	0	0	0	0	0	0
20120217-nei-og-nja-fra-	0	0	0	0	0	0
20120217-ny-smak	0	0	0	0	0	0
20120217-ny-smak-	0	0	0	0	0	0
20120217-ny-smak--------	0	0	0	0	0	0
20120217-oslos-beste-ute	1	0	0	0	0	0
20120217-slatt-ut-med-mi	0	0	0	0	0	0
20120217-sliter-med-a-pl	0	0	0	0	0	0
20120217-snolek-i-verden	0	0	0	0	0	0
20120217-stygt-og-vakker	0	0	0	0	0	0
20120217-vant-den-nordis	0	0	0	0	0	0
20120218-60-ar-men-leken	4	0	0	0	0	0
20120218-alle-gode-ting	0	0	0	0	0	0
20120218-en-dag-pa-den-r	0	0	0	0	0	0
20120218-en-lille-en-i-k	0	0	0	0	0	0
20120218-endelig-norsk-j	0	0	0	0	0	0
20120218-er-kina-modent	0	0	0	0	0	0
20120218-et-pianistisk-g	0	0	0	0	0	0
20120218-kamp-til-siste	1	0	0	0	0	0
20120218-kamp-til-siste-	1	0	0	0	0	0
20120218-plateproduksjon	0	0	0	0	0	0
20120218-roma-for-matels	1	0	0	0	0	0
20120218-super-syklistvi	0	0	0	0	0	0
20120218-vann-pa-tredemo	2	0	0	2	0	0
20120219-mors-vekt-pavir	1	0	0	0	0	0
20120220-cup-marerittet	0	0	0	0	0	0
20120220-for-alle-som-vi	4	0	0	0	0	0
20120220-impotent-erobre	0	0	0	0	0	0
20120220-med-gronn-glid	0	0	0	0	0	0
20120221-full-fart-utenf	6	0	0	0	0	0
20120221-gratulerte-kong	1	0	0	0	0	0
20120221-lonnsfest-for-f	0	0	0	0	0	0
20120221-mer-drama-om-22	5	0	0	0	0	0
20120221-rekordholderen	1	0	0	0	0	0
20120221-rekordholderen-	1	0	0	0	0	0
20120221-satser-stort-pa	4	0	0	0	0	0
20120221-trenger-700-fle	5	0	0	0	0	0
20120222-iranske-joder-i	0	0	0	0	0	0
20120222-terrortiltalen	0	0	0	0	0	0
20120222-ut-i-det-gronne	3	0	0	0	0	0
20120222-vil-apne-sak-mo	0	0	0	0	0	0
20120223-blodrohos-op	1	1	0	0	0	0
20120223-den-toffeste-gu	2	0	0	0	0	0
20120223-ekstrem-oppleve	1	2	0	0	0	0
20120223-en-darlig-spok	0	0	0	0	0	0
20120223-en-darlig-spok-	0	0	0	0	0	0
20120223-engelsk-fotball	0	0	0	0	0	0
20120223-et-fascinerende	0	0	0	0	0	0
20120223-fn-alvorlige-ov	1	0	0	0	0	0
20120223-kunsten-a-fly-b	0	0	0	0	0	0
20120223-navn-i-_2	0	0	0	0	0	0
20120223-navn-i-_2-	0	0	0	0	0	0
20120223-navn-i-_2------	0	0	0	0	0	0
20120223-putin-vil-vinne	0	0	0	0	0	0
20120223-storpolitisk-fl	0	0	0	0	0	0
20120223-stum-sjarmbombe	0	0	0	0	0	0
20120224--sammen-for-liv	1	0	0	0	0	0
20120224-18-aringens-fin	0	0	0	0	0	0
20120224-degradert-til-p	0	0	0	0	0	0
20120224-en-lang-natts-o	0	0	0	0	0	0
20120224-gitarriff-og-tr	0	0	0	0	0	0
20120224-gode-tider-igje	0	0	0	0	0	0
20120224-housemusikk-nat	0	0	0	0	0	0
20120224-oss-pottitland	1	0	0	0	0	0
20120224-seregen-stemme	0	0	0	0	0	0
20120224-seregen-stemme-	0	0	0	0	0	0
20120224-slipper-ut-ti-a	0	0	0	0	0	0
20120224-synger-for-bedr	0	0	0	0	0	0
20120224-uaktuelt-a-beta	1	0	0	0	0	0
20120224-vil-ha-nodhjelp	1	0	0	0	0	0
20120224-vil-legge-ned-p	1	0	0	0	0	0
20120225-a-redde-somalia	0	1	0	0	0	0
20120225-belgisk-kloster	0	0	0	0	0	0
20120225-drommer-om-holl	2	0	0	0	0	0
20120225-en-falmet-stjer	0	0	0	0	0	0
20120225-en-slaktet-erob	0	0	0	0	0	0
20120225-litt-tung-pa-ga	1	0	0	0	0	0
20120225-nytt-lysende-so	0	0	0	0	0	0
20120225-obama-utalmodig	6	0	0	0	0	0
20120225-oppdag-ost-lond	2	0	0	0	0	0
20120225-pandasjefen	8	0	0	0	0	0
20120225-pandasjefen-	8	0	0	0	0	0
20120225-pandasjefen----	8	0	0	0	0	0
20120225-rom-som-ruster	1	0	0	0	0	0
20120225-rom-som-ruster-	1	0	0	0	0	0
20120225-seier-i-ivers-c	1	0	0	0	0	0
20120225-the-chieftains	1	0	0	0	0	0
20120225-tor-a-stille-to	1	0	0	0	0	0
20120225-vinden-stoppet	2	0	0	0	0	0
20120225-vinden-stoppet-	2	0	0	0	0	0
20120226--beredskapen-ma	0	0	0	0	0	0
20120227-bonder-i-byen	0	0	0	0	0	0
20120227-bonder-i-byen-	0	0	0	0	0	0
20120227-bonder-i-byen--	0	0	0	0	0	0
20120227-krasse-beskyldn	0	0	0	0	0	0
20120227-legeforfatter-u	1	0	0	0	0	0
20120227-nolende-kjerlig	0	0	0	0	0	0
20120227-sorafrikansk-po	2	0	0	0	0	0
20120227-troens-kandidat	0	0	0	0	0	0
20120227-unggutta-reddet	5	0	0	0	0	0
20120228-dorapner-til-dr	0	0	0	0	0	0
20120228-driver-butikk-h	0	0	0	0	0	0
20120228-eldre-demper-el	1	0	0	0	0	0
20120228-feministen-mira	1	0	0	0	0	0
20120228-flytter-til-fat	1	0	0	0	0	0
20120228-grasrotoppror-m	2	0	0	0	0	0
20120228-nye-dokumenter	0	0	1	0	0	0
20120228-nye-dokumenter-	0	0	1	0	0	0
20120228-oscars-stumme-g	0	0	0	0	0	0
20120228-regnskogriddere	3	0	0	0	0	0
20120228-rekord-i-kogain	0	0	0	0	0	0
20120229-fryktelig-stor	2	0	0	0	0	0
20120229-fryktelig-stor-	2	0	0	0	0	0
20120229-jakten-pa-den-r	0	0	0	0	0	0
20120229-lite-bedring-i	0	0	0	0	0	0
20120229-lite-bedring-i-	0	0	0	0	0	0
20120229-ma-legge-alle-k	0	0	3	0	0	0
20120229-tabloidskandale	0	0	0	0	0	0
20120301-14-konkrete-for	1	0	0	0	0	0
20120301-boligprisene-fl	0	0	0	0	0	0
20120301-djevelsk-darlig	0	0	0	0	0	0
20120301-fn-fordolmmelse	1	0	0	0	0	0
20120301-hoyeste-ledighe	0	0	0	0	0	0
20120301-koreanere-i-ste	4	2	0	0	0	0
20120301-levde-gopa-b	0	0	0	0	0	0
20120301-liten-vilje-til	3	0	0	0	0	0
20120301-middelhavets-in	0	0	0	0	0	0
20120301-mindre-motorer	0	0	0	0	0	0
20120301-mindre-motorer-	0	0	0	0	0	0
20120301-murmansk-vender	2	0	0	0	0	0
20120301-nedenom-og-opp	1	0	0	0	0	0
20120301-nedenom-og-opp-	1	0	0	0	0	0
20120301-styrker-norge-m	5	0	0	0	0	0
20120301-tegning-pa-mang	1	0	0	0	0	0
20120302-avtale-vekker-s	0	0	0	0	0	0
20120302-gra-pinot-til-f	1	0	0	0	0	0
20120302-historisk-goDA	0	0	0	0	0	0
20120302-historisk-go	0	0	0	0	0	0
20120302-kan-snart-fa-po	2	0	0	0	0	0
20120302-kun-tre-later-s	0	0	0	0	0	0
20120302-med-litt-hjelp	1	0	0	0	0	0
20120302-med-litt-hjelp-	1	0	0	0	0	0
20120302-sv-vil-ta-disse	3	0	0	0	0	0
20120302-the-return-of-r	0	0	0	0	0	0
20120302-tiltrekkende-po	0	0	0	0	0	0
20120303--jeg-vil-bli-jo	20	0	0	0	0	0
20120303-assad-klar-for	0	0	0	0	0	0
20120303-assad-klar-for-	1	0	0	0	0	0
20120303-brak-i-kvinnene	0	0	0	0	0	0
20120303-en-plaza-for-al	1	0	0	0	0	0
20120303-folger-flagstad	0	0	0	0	0	0
20120303-fotballade	1	0	0	0	0	0
20120303-fotballade-	1	0	0	0	0	0
20120303-fotballade-----	1	0	0	0	0	0
20120303-fotograf-homs-v	0	0	0	0	0	0
20120303-full-uttelling	1	0	0	0	0	0
20120303-full-uttelling-	1	0	0	0	0	0
20120303-gjenoppstatt-me	0	0	0	0	0	0
20120303-gullkantet-moza	0	0	0	0	0	0
20120303-klassisk-kinama	0	0	0	0	0	0
20120303-levende-minne	0	0	0	0	0	0
20120303-levende-minne-	0	0	0	0	0	0
20120303-levende-minne--	0	0	0	0	0	0
20120303-lillesosteren-t	2	0	2	0	0	0
20120303-opprorets-dreie	0	0	0	0	0	0
20120303-over-30-har-mis	0	0	0	0	0	0
20120303-rockens-floyels	0	1	0	0	0	0
20120303-sier-nei-til-po	0	0	0	0	0	0
20120303-stoltenberg-ste	0	0	0	0	0	0
20120303-suksess-med-sap	0	0	0	0	0	0
20120303-sykehus-i-hele	2	0	0	0	0	0
20120303-sykehus-i-hele-	2	0	0	0	0	0
20120303-utelukker-mange	0	0	0	0	0	0
20120304-hall-n-gjenvalg	0	0	0	0	0	0
20120305--jeg-har-ingen	9	0	0	0	0	0
20120305--jeg-har-ingen-	9	0	0	0	0	0
20120305-fra-hjemmekjer	0	0	0	0	0	0
20120305-fra-hjemmekjer-	0	0	0	0	0	0
20120305-hoyre-om-for-ve	0	0	0	0	0	0
20120305-ma-finne-tilbak	2	0	0	0	0	0
20120305-mannen-uten-god	0	0	0	0	0	0
20120305-olje-til-besver	0	0	0	0	0	0
20120305-romney-oker-for	0	0	0	0	0	0
20120305-stoppes-av-lars	1	0	0	0	0	0
20120305-vil-bruke-polit	1	0	0	0	0	0
20120305-vil-gi-investor	2	0	0	0	0	0
20120305-vm-start-i-den	0	0	0	0	0	0
20120306-ble-forfatter-e	0	0	0	0	0	0
20120306-et-vm-med-bom-b	0	0	0	0	0	0
20120306-felt-av-tette-b	0	0	1	0	0	0
20120306-fjerner-omstrid	1	0	0	0	0	0
20120306-fransk-fordypni	0	0	0	0	0	0
20120306-klart-at-han-ma	0	0	3	0	0	0
20120306-robert-wilson-p	1	0	0	0	0	0
20120306-trolig-ingen-su	0	0	0	0	0	0
20120307-den-fantastiske	0	0	0	0	2	0
20120307-ingen-super-dag	0	0	0	0	0	0
20120307-jakten-pa-goDA	2	0	0	0	0	0
20120307-jakten-pa-go	2	0	0	0	0	0
20120307-luntende-revyhu	2	0	0	0	0	0
20120307-norske-kroner-t	2	0	0	0	0	0
20120307-spenstig-fortel	0	0	0	0	0	1
20120307-storberget-krit	0	0	0	0	0	0
20120307-stotte-til-oslo	0	0	0	0	0	0
20120307-sv-nesten-utrad	0	0	3	0	0	0
20120307-svekkede-oppror	0	0	0	0	0	0
20120307-velskapt-spenni	0	0	0	0	0	0
20120307-vil-ikke-hjelpe	0	0	0	0	0	0
20120308--tiltalen-et-sv	3	0	0	0	0	0
20120308-etterdonninger	0	0	0	0	0	0
20120308-etterdonninger-	0	0	0	0	0	0
20120308-giganter-inngar	0	2	0	0	0	0
20120308-hareide-ondskap	0	0	0	0	0	0
20120308-holder-seg-unna	0	0	1	0	0	0
20120308-jamaica-pa-oper	4	0	0	0	0	0
20120308-jentesuksessen	0	0	0	0	0	0
20120308-jentesuksessen-	0	0	0	0	0	0
20120308-nobelstiftelsen	0	0	0	0	0	0
20120308-nok-en-jukse-do	1	1	0	0	0	0
20120308-offensiv-i-toff	2	2	0	0	0	0
20120308-rettighet-under	0	0	0	0	0	0
20120308-skilte-norske-k	7	0	6	0	0	0
20120309-ap-ikke-strenge	1	0	0	0	0	0
20120309-bardal-fester-g	4	0	0	0	0	0
20120309-beskyldes-for-a	0	0	0	0	0	0
20120309-blini-med-loyro	0	0	0	0	0	0
20120309-champagne-fra-g	0	0	0	0	0	0
20120309-direktoren-pa-l	0	0	0	0	0	0
20120309-disse-studenten	0	0	0	0	0	0
20120309-flere-sv-ere-ha	0	0	2	0	0	0
20120309-for-mange-farts	0	0	0	0	0	0
20120309-gjogling-og-lik	1	0	0	0	0	0
20120309-handshaking-til	2	0	0	0	0	0
20120309-her-dode-74-sko	0	0	0	0	0	0
20120309-nekter-a-stemme	0	0	1	0	0	0
20120309-pris-52-3-milli	0	0	0	0	0	0
20120309-slakter-innsats	0	0	0	0	0	0
20120309-susanna-mot-lys	0	0	0	0	0	0
20120309-the-tronder-twi	0	0	0	0	0	0
20120309-tilbake-til-den	0	0	0	0	0	0
20120309-viseminister-ho	1	0	0	0	0	0
20120310-forestilling-so	0	0	0	0	0	0
20120310-full-secret-ser	9	0	0	0	0	0
20120310-internett-drepe	1	0	0	0	0	0
20120310-millionbyen-som	0	0	0	0	0	0
20120310-minner-fra-en-l	2	0	0	0	0	0
20120310-rocka-suppekjok	0	0	0	0	0	0
20120310-star-fram-i-sor	0	0	0	0	0	0
20120311--sv-skal-bli-et	0	0	0	0	2	0
20120312-brukte-mobiler	3	0	0	0	0	0
20120312-brukte-mobiler-	3	0	0	0	0	0
20120312-dronningen-av-r	0	0	0	0	0	0
20120312-ma-legge-ny-reg	2	0	1	0	0	0
20120312-skjot-og-drepte	0	0	0	0	0	0
20120312-utalmodig-puppe	2	0	0	0	0	0
20120312-vil-vurdere-hab	0	0	0	0	0	0
20120313-mener-norge-har	18	1	0	0	0	0
20120313-publikumsfiasko	3	0	0	0	0	0
20120313-silje-og-gitare	0	0	0	0	0	0
20120313-slutt-for-pette	1	0	0	0	0	0
20120313-stotter-hverand	2	0	0	0	0	0
20120313-terror-dommer-u	0	0	0	0	0	0
20120313-utsetter-flytti	0	0	0	0	0	0
20120314-dystert-i-londo	0	1	0	0	0	0
20120314-framtidas-inter	5	0	0	0	1	0
20120314-historisk-dom	0	0	0	0	0	0
20120314-historisk-dom-	0	0	0	0	0	0
20120314-historisk-dom--	0	0	0	0	0	0
20120314-ikke-kollen-pri	2	1	0	0	0	0
20120314-kald-og-lekker	0	0	0	0	0	0
20120314-kan-bli-ny-forf	0	0	0	0	0	0
20120314-norges-bank-kut	4	0	0	0	0	0
20120314-om-sommerfugler	8	0	0	0	0	0
20120314-sex-dop-og-femi	1	1	0	0	0	0
20120314-vindalen-wachau	2	0	0	0	0	0
20120315--slipp-asylante	2	0	0	0	0	0
20120315-drommevev	0	0	0	0	0	0
20120315-drommevev-	0	0	0	0	0	0
20120315-drommevev------	0	0	0	0	0	0
20120315-ei-framtid-pa-s	2	0	0	0	0	0
20120315-enklere-liv-ute	2	0	0	0	0	0
20120315-fra-null-til-do	0	0	0	0	0	0
20120315-gammel-mann-gjo	0	0	0	0	0	0
20120315-heller-endring	1	0	0	0	0	0
20120315-heller-endring-	1	0	0	0	0	0
20120315-kabalen-ikke-la	0	0	3	0	0	0
20120315-massivt-press-f	12	0	0	0	0	0
20120315-naturens-eget-m	0	0	0	0	0	0
20120315-redd-for-egne-b	0	0	0	0	1	0
20120315-skurker-skvises	3	0	0	0	0	0
20120315-terrorekspert-h	0	0	0	0	0	0
20120315-til-angrep-pa-u	0	0	0	0	0	0
20120315-viser-med-gitar	0	0	0	0	0	0
20120316-bra-trommis-fra	2	0	0	0	0	0
20120316-danse-danse-bab	0	0	0	0	0	0
20120316-darlig-ver-i-le	1	0	0	0	0	0
20120316-dod-fordervelse	0	0	0	0	0	0
20120316-elektronisk-sve	0	0	0	0	0	0
20120316-en-annen-tid-et	0	0	0	0	0	0
20120316-flott-prosjekt	0	0	0	0	0	0
20120316-flott-prosjekt-	0	0	0	0	0	0
20120316-floyet-hjem-til	0	0	0	0	0	0
20120316-har-funnet-vrak	0	0	0	0	0	0
20120316-hit-skal-barna	7	0	0	0	0	0
20120316-hit-skal-barna-	7	0	0	0	0	0
20120316-lyden-av-varen	0	0	0	0	0	0
20120316-lyden-av-varen-	0	0	0	0	0	0
20120316-oppsiktsvekkend	0	0	0	0	0	0
20120316-smaksbombe-fra	1	0	0	0	0	0
20120316-smaksbombe-fra-	1	0	0	0	0	0
20120316-sonic-junior	0	0	0	0	0	0
20120316-sonic-junior-	0	0	0	0	0	0
20120316-sonic-junior---	0	0	0	0	0	0
