Index	norge	modell	likestilling	paradoks	myte	voldta
20190106-antallet-dode-stiger	0	0	0	0	0	0
20190106-antatt-hovedmann-bak	0	0	0	0	0	0
20190106-antibiotikaresistent	0	0	0	0	0	0
20190106-avblaser-leteaksjon-	1	0	0	0	0	0
20190106-bergerud-stralte-i-n	13	0	0	0	0	0
20190106-bolton-usas-tilbaket	0	0	0	0	0	0
20190106-brann-i-stavanger-fe	0	0	0	0	0	0
20190106-brexit-oppfyller-ons	0	0	0	0	0	0
20190106-brudd-i-forhandlinge	0	0	0	0	0	0
20190106-darlig-var-i-sikte--	1	0	0	0	0	0
20190106-demokrater-varsler-r	0	0	0	0	0	0
20190106-dette-venter-klabo-o	0	0	0	0	0	0
20190106-direkte-stang-ut-for	0	0	0	0	0	0
20190106-dodsdomt-fange-tok-s	0	0	0	0	0	0
20190106-erdogan-og-putin-mot	0	0	0	0	0	0
20190106-ettaring-fortsatt-kr	0	0	0	0	0	0
20190106-fire-dode-i-stormen-	0	0	0	0	0	0
20190106-fotballtrener-tiltal	0	0	0	0	0	0
20190106-grunnloven-bor-ikke-	6	0	0	0	0	0
20190106-her-blir-han-dekorer	0	0	0	0	0	0
20190106-hvordan-fa-mest-ut-a	0	0	0	0	0	0
20190106-hvordan-miste-etterm	2	0	0	0	0	0
20190106-i-sin-nye-roman-spor	0	0	0	0	0	0
20190106-ingrid-ryland-kan-bl	2	0	0	0	0	0
20190106-katastrofeturismen-b	0	0	0	0	0	0
20190106-klabo-slet-seg-til-t	4	0	0	0	0	0
20190106-kort-sagt-mandag-7-j	0	0	0	0	0	0
20190106-kvinne-i-koma-fodte-	0	0	0	0	0	0
20190106-kvinner-i-saudi-arab	0	0	0	0	0	0
20190106-lese-og-lyttetips-da	0	0	0	0	0	0
20190106-manchester-city-lekt	0	0	0	0	0	0
20190106-mann-brakk-begge-bei	0	0	0	0	0	0
20190106-mann-pagrepet-for-kn	0	0	0	0	0	0
20190106-mann-pagrepet-for-pa	0	0	0	0	0	0
20190106-mann-siktet-etter-es	4	0	0	0	0	0
20190106-mener-havard-lorentz	0	0	0	0	0	0
20190106-na-kommer-snoen-og-s	0	0	0	0	0	0
20190106-nar-personvern-truer	0	0	0	0	0	0
20190106-norske-sikher-ber-so	1	0	0	0	0	0
20190106-notert-du-kan-ingent	0	0	0	0	0	0
20190106-ny-intervjubok-en-fi	0	0	0	0	0	0
